date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:41:11	1776/1776	---MCZ	200	added ('OK')	text/css	etag:W/%22f38b2db10e01b1572732a3191d538707%22	https://eventify-html-demo.vercel.app/assets/css/vendor/slick-slider.css	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/css/vendor/slick-slider.css	(from https://eventify-html-demo.vercel.app/index10)
18:41:12	4283/4283	---MCZ	200	added ('OK')	text/css	etag:W/%2298ba51bafc5e92f5e126d476c745bb70%22	https://eventify-html-demo.vercel.app/assets/css/vendor/nice-select.css	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/css/vendor/nice-select.css	(from https://eventify-html-demo.vercel.app/index10)
18:41:12	3532/3532	---MCZ	200	added ('OK')	text/css	etag:W/%2279253903389c9437b419d5a207b9e82a%22	https://eventify-html-demo.vercel.app/assets/css/vendor/odometer.css	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/css/vendor/odometer.css	(from https://eventify-html-demo.vercel.app/index10)
18:41:13	648388/648388	---MCZ	200	added ('OK')	text/css	etag:W/%22e65cc5bccfc0ca36031f5dbd556e9321%22	https://eventify-html-demo.vercel.app/assets/css/main.css	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/css/main.css	(from https://eventify-html-demo.vercel.app/index10)
18:41:13	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c9771cc3e90e18f5336eedbd0fffb2cf%22	https://eventify-html-demo.vercel.app/assets/js/vendor/jquery-3.7.1.min.js	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/js/vendor/jquery-3.7.1.min.js	(from https://eventify-html-demo.vercel.app/index10)
18:41:14	2125/2125	---M--	200	added ('OK')	image/png	etag:%222a11bddb7df388b8089d58c3ce9f1cee%22	https://eventify-html-demo.vercel.app/assets/img/logo/popup-logo.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/logo/popup-logo.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:15	291/291	---M--	200	added ('OK')	image/svg+xml	etag:%22830685a5a1ec1766d2f30e78123c58a9%22	https://eventify-html-demo.vercel.app/assets/img/icons/check3.svg	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/icons/check3.svg	(from https://eventify-html-demo.vercel.app/index10)
18:41:15	122/122	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:16%20GMT	https://eventify-html-demo.vercel.app/contact.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/contact.10.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:16	28467/28467	---MCZ	200	added ('OK')	text/html	etag:W/%227fd784726088e6ee75bd934e83da3170%22	https://eventify-html-demo.vercel.app/contact	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/contact	(from https://eventify-html-demo.vercel.app/index10)
18:41:16	752/752	---M--	200	added ('OK')	image/png	etag:%223c489f41f45f3cbdeb9b7b68ac3e6652%22	https://eventify-html-demo.vercel.app/assets/img/logo/preloader.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/logo/preloader.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:17	115/115	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:17%20GMT	https://eventify-html-demo.vercel.app/index.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index.13.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:17	5284/5284	---M--	200	added ('OK')	image/png	etag:%2299354d8d7edc4bc8ede43806baaef7b0%22	https://eventify-html-demo.vercel.app/assets/img/logo/logo5.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/logo/logo5.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:17	83258/83258	---MCZ	200	added ('OK')	text/html	etag:W/%22cdbf9b9fa54910638185255484b84422%22	https://eventify-html-demo.vercel.app/	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index.html	(from https://eventify-html-demo.vercel.app/index10)
18:41:18	394712/394712	---M--	200	added ('OK')	image/png	etag:%22aeac8dfeee49fcae52be3caf5813fe32%22	https://eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img1.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img1.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:18	943/943	---M--	200	added ('OK')	image/svg+xml	etag:%226516bf7d99b340b38d94086d78dcd754%22	https://eventify-html-demo.vercel.app/assets/img/icons/arrow2.svg	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/icons/arrow2.svg	(from https://eventify-html-demo.vercel.app/index10)
18:41:19	359070/359070	---M--	200	added ('OK')	image/png	etag:%22920076b5df825c94ca835c56fde0a5aa%22	https://eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img2.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img2.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:19	121/121	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:20%20GMT	https://eventify-html-demo.vercel.app/index2.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index2.18.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:20	75145/75145	---MCZ	200	added ('OK')	text/html	etag:W/%22a6735da918cac74a155628056b107243%22	https://eventify-html-demo.vercel.app/index2	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index2	(from https://eventify-html-demo.vercel.app/index10)
18:41:21	454230/454230	---M--	200	added ('OK')	image/png	etag:%221a99986d98f0bb05067c2697f1d77316%22	https://eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img3.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img3.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:21	121/121	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:21%20GMT	https://eventify-html-demo.vercel.app/index3.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index3.1b.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:22	71960/71960	---MCZ	200	added ('OK')	text/html	etag:W/%224f4a0a96c9018cba47def08dc01c876d%22	https://eventify-html-demo.vercel.app/index3	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index3	(from https://eventify-html-demo.vercel.app/index10)
18:41:22	243698/243698	---M--	200	added ('OK')	image/png	etag:%2264e012b85d00158c03c2508e812a5ae9%22	https://eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img4.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img4.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:23	121/121	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:23%20GMT	https://eventify-html-demo.vercel.app/index4.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index4.1e.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:23	64779/64779	---MCZ	200	added ('OK')	text/html	etag:W/%22cd378c165c39b58337902d0cc3540d83%22	https://eventify-html-demo.vercel.app/index4	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index4	(from https://eventify-html-demo.vercel.app/index10)
18:41:24	499007/499007	---M--	200	added ('OK')	image/png	etag:%227a9bb844e6de8da2ea8224e9f6290db6%22	https://eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img5.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img5.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:24	121/121	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:24%20GMT	https://eventify-html-demo.vercel.app/index5.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index5.21.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:25	56642/56642	---MCZ	200	added ('OK')	text/html	etag:W/%223225837fd939b1244f9bc1d5a1d26794%22	https://eventify-html-demo.vercel.app/index5	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index5	(from https://eventify-html-demo.vercel.app/index10)
18:41:25	332707/332707	---M--	200	added ('OK')	image/png	etag:%223678377ae18671e454394807f3d89fb1%22	https://eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img6.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img6.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:26	121/121	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:26%20GMT	https://eventify-html-demo.vercel.app/index6.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index6.24.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:27	48886/48886	---MCZ	200	added ('OK')	text/html	etag:W/%2222dfd104db8cebac371cda421c1a04c7%22	https://eventify-html-demo.vercel.app/index6	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index6	(from https://eventify-html-demo.vercel.app/index10)
18:41:27	322188/322188	---M--	200	added ('OK')	image/png	etag:%22b8246bc2c792d66dbba4a80b5b37faa6%22	https://eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img7.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img7.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:27	121/121	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:27%20GMT	https://eventify-html-demo.vercel.app/index7.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index7.27.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:28	108169/108169	---MCZ	200	added ('OK')	text/html	etag:W/%2287dfcf50082727bc21bf74009a7e2c40%22	https://eventify-html-demo.vercel.app/index7	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index7	(from https://eventify-html-demo.vercel.app/index10)
18:41:29	391472/391472	---M--	200	added ('OK')	image/png	etag:%228a4cf6f6adc8822dbbf2d2b31c9cf935%22	https://eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img8.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img8.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:29	121/121	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:29%20GMT	https://eventify-html-demo.vercel.app/index8.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index8.2a.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:30	53779/53779	---MCZ	200	added ('OK')	text/html	etag:W/%22b29491c5e907d837fbb5fc6349b436f5%22	https://eventify-html-demo.vercel.app/index8	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index8	(from https://eventify-html-demo.vercel.app/index10)
18:41:30	121/121	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:31%20GMT	https://eventify-html-demo.vercel.app/index9.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index9.2d.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:31	380236/380236	---M--	200	added ('OK')	image/png	etag:%22d6da1e4dfd761b0c20dc5976010258d0%22	https://eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img9.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img9.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:31	60124/60124	---MCZ	200	added ('OK')	text/html	etag:W/%2259978850117df9f277fec72102a852f0%22	https://eventify-html-demo.vercel.app/index9	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index9	(from https://eventify-html-demo.vercel.app/index10)
18:41:31	210803/210803	---M--	200	added ('OK')	image/png	etag:%22b8988250c9732e8a9021b9c16be4cf82%22	https://eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img10.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/demo/demo-img10.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:31	122/122	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:32%20GMT	https://eventify-html-demo.vercel.app/index10.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index10.30.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:31	0/-1	---M--	308	error ('')			https://eventify-html-demo.vercel.app/index10.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index10.31.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:32	120/120	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:32%20GMT	https://eventify-html-demo.vercel.app/about.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/about.32.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:33	33744/33744	---MCZ	200	added ('OK')	text/html	etag:W/%22ccb99b7b8f48529dc536bab5868969bd%22	https://eventify-html-demo.vercel.app/about	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/about	(from https://eventify-html-demo.vercel.app/index10)
18:41:33	123/123	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:33%20GMT	https://eventify-html-demo.vercel.app/speakers.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/speakers.34.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:34	34461/34461	---MCZ	200	added ('OK')	text/html	etag:W/%2254d8ec50c445b13f1e4811b541158c1f%22	https://eventify-html-demo.vercel.app/speakers	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/speakers	(from https://eventify-html-demo.vercel.app/index10)
18:41:34	130/130	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:34%20GMT	https://eventify-html-demo.vercel.app/speakers-single.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/speakers-single.36.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:35	34767/34767	---MCZ	200	added ('OK')	text/html	etag:W/%2284ee5738736d9d5cd6c34a368983e431%22	https://eventify-html-demo.vercel.app/speakers-single	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/speakers-single	(from https://eventify-html-demo.vercel.app/index10)
18:41:35	120/120	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:36%20GMT	https://eventify-html-demo.vercel.app/event.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/event.38.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:36	32323/32323	---MCZ	200	added ('OK')	text/html	etag:W/%22f275f681539732ed4c040574e1d68894%22	https://eventify-html-demo.vercel.app/event	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/event	(from https://eventify-html-demo.vercel.app/index10)
18:41:36	129/129	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:36%20GMT	https://eventify-html-demo.vercel.app/event-schedule.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/event-schedule.3a.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:37	28490/28490	---MCZ	200	added ('OK')	text/html	etag:W/%228bf8e0f6d3408b9ea43f9b20728ba9ec%22	https://eventify-html-demo.vercel.app/event-schedule	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/event-schedule	(from https://eventify-html-demo.vercel.app/index10)
18:41:37	127/127	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:38%20GMT	https://eventify-html-demo.vercel.app/event-single.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/event-single.3c.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:38	55762/55762	---MCZ	200	added ('OK')	text/html	etag:W/%22911a5047819e7d90d736ad7e0f78f1a7%22	https://eventify-html-demo.vercel.app/event-single	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/event-single	(from https://eventify-html-demo.vercel.app/index10)
18:41:38	119/119	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:39%20GMT	https://eventify-html-demo.vercel.app/blog.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/blog.3e.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:39	33830/33830	---MCZ	200	added ('OK')	text/html	etag:W/%2299982a85c2c62340218ecc75c011090f%22	https://eventify-html-demo.vercel.app/blog	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/blog	(from https://eventify-html-demo.vercel.app/index10)
18:41:39	126/126	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:40%20GMT	https://eventify-html-demo.vercel.app/blog-single.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/blog-single.40.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:40	34603/34603	---MCZ	200	added ('OK')	text/html	etag:W/%222cf416cf68ce131a6a6ae21ddede0bd2%22	https://eventify-html-demo.vercel.app/blog-single	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/blog-single	(from https://eventify-html-demo.vercel.app/index10)
18:41:40	123/123	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:41%20GMT	https://eventify-html-demo.vercel.app/memories.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/memories.42.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:41	29724/29724	---MCZ	200	added ('OK')	text/html	etag:W/%225723911acb5f622ca11ef9b1e120d90c%22	https://eventify-html-demo.vercel.app/memories	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/memories	(from https://eventify-html-demo.vercel.app/index10)
18:41:41	127/127	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:42%20GMT	https://eventify-html-demo.vercel.app/pricing-plan.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/pricing-plan.44.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:42	27212/27212	---MCZ	200	added ('OK')	text/html	etag:W/%22310ad78bd0d757720c410777a0234bd9%22	https://eventify-html-demo.vercel.app/pricing-plan	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/pricing-plan	(from https://eventify-html-demo.vercel.app/index10)
18:41:42	118/118	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:43%20GMT	https://eventify-html-demo.vercel.app/faq.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/faq.46.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:43	69182/69182	---MCZ	200	added ('OK')	text/html	etag:W/%22ec7a8d494fb8597d0bdb3beebb358b92%22	https://eventify-html-demo.vercel.app/faq	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/faq	(from https://eventify-html-demo.vercel.app/index10)
18:41:44	930/930	---M--	200	added ('OK')	image/svg+xml	etag:%2243200d7fe4186ea5a659d5bc61c71f70%22	https://eventify-html-demo.vercel.app/assets/img/icons/search1.svg	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/icons/search1.svg	(from https://eventify-html-demo.vercel.app/index10)
18:41:44	0/-1	---M--	308	error ('')			https://eventify-html-demo.vercel.app/index10.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/index10.49.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:44	123/123	---MC-	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2004%20Jul%202025%2013:11:45%20GMT	https://eventify-html-demo.vercel.app/features.html	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/features.4a.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:45	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2013:11:45%20GMT	https://eventify-html-demo.vercel.app/features	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/features.4b.delayed	(from https://eventify-html-demo.vercel.app/index10)
18:41:46	9160/9160	---M--	200	added ('OK')	image/png	etag:%221521c69927271cf4eac302366d3b35fd%22	https://eventify-html-demo.vercel.app/assets/img/bg/header-bg23.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/bg/header-bg23.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:46	12210/12210	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c0b60b2d040e5e549126e25d73949d7d%22	https://eventify-html-demo.vercel.app/assets/img/icons/sub-logo1.svg	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/icons/sub-logo1.svg	(from https://eventify-html-demo.vercel.app/index10)
18:41:46	2641/2641	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228406f7eac8467a92064759ab9428c74f%22	https://eventify-html-demo.vercel.app/assets/img/icons/calender1.svg	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/icons/calender1.svg	(from https://eventify-html-demo.vercel.app/index10)
18:41:47	52543/52543	---M--	200	added ('OK')	image/png	etag:%22605fcc5391c5484de0b028e775a772af%22	https://eventify-html-demo.vercel.app/assets/img/all-images/hero/hero-img12.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/hero/hero-img12.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:47	5669/5669	---M--	200	added ('OK')	image/png	etag:%229a11c0f59c5b80514e130922c232d747%22	https://eventify-html-demo.vercel.app/assets/img/all-images/hero/hero-img13.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/hero/hero-img13.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:48	5354/5354	---M--	200	added ('OK')	image/png	etag:%229aea09f47f0061613bd19e8acb08a3e5%22	https://eventify-html-demo.vercel.app/assets/img/all-images/hero/hero-img14.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/hero/hero-img14.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:48	5085/5085	---M--	200	added ('OK')	image/png	etag:%2216406942afdeb79d0a188d59e8e2dd32%22	https://eventify-html-demo.vercel.app/assets/img/all-images/hero/hero-img15.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/all-images/hero/hero-img15.png	(from https://eventify-html-demo.vercel.app/index10)
18:41:49	7381/7381	---M--	200	added ('OK')	image/png	etag:%225ed4b1cb494ed6929e368e41df4e3069%22	https://eventify-html-demo.vercel.app/assets/img/elements/elements38.png	D:/Websites_Data_Download/eventweb/eventweb/eventify-html-demo.vercel.app/assets/img/elements/elements38.png	(from https://eventify-html-demo.vercel.app/index10)
